Employee ID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date,years with company
E02457,Delilah Washington,Analyst,Sales,Research & Development,Female,Caucasian,46,2006-09-17,42944.0,0.0,United States,Miami,,16.706849315068492
E02777,Eliza Zhu,Account Representative,Sales,Specialty Products,Female,Asian,43,2006-09-30,63229.0,0.0,United States,Miami,,16.671232876712327
E02182,Colton Delgado,Manager,Accounting,Research & Development,Male,Latino,61,2006-10-22,156512.0,13.0,Brazil,Rio de Janeiro,,16.610958904109587
E02706,Luca Xiong,Account Representative,Sales,Specialty Products,Male,Asian,52,2006-12-20,59845.0,0.0,China,Beijing,,16.44931506849315
E02226,Jackson Wong,Analyst,Finance,Research & Development,Male,Asian,58,2006-12-26,53133.0,0.0,China,Chengdu,,16.432876712328767
E02430,Liliana Choi,Manager,IT,Research & Development,Female,Asian,55,2007-01-25,106302.0,8.0,United States,Austin,,16.350684931506848
E02133,Leonardo Mai,Analyst,Marketing,Specialty Products,Male,Asian,43,2007-01-28,79090.0,0.0,China,Chengdu,,16.34246575342466
E02229,Luna Castro,IT Systems Architect,IT,Specialty Products,Female,Latino,45,2007-02-01,88933.0,0.0,United States,Columbus,,16.33150684931507
E02079,Mia Grant,Solutions Architect,IT,Corporate,Female,Caucasian,43,2007-02-16,70923.0,0.0,United States,Columbus,,16.29041095890411
E02263,Luna Lu,Analyst,Marketing,Research & Development,Female,Asian,51,2007-03-06,50214.0,0.0,China,Beijing,,16.24109589041096
E02100,Dylan Aguilar,Director,Engineering,Corporate,Male,Latino,49,2007-03-27,186192.0,27.0,Brazil,Sao Paulo,,16.183561643835617
E02153,Kinsley Gonzales,Systems Analyst,IT,Manufacturing,Female,Latino,51,2007-05-05,48772.0,0.0,Brazil,Rio de Janeiro,,16.076712328767123
E02816,Madelyn Henry,Vice President,Human Resources,Specialty Products,Female,Caucasian,41,2007-05-10,224989.0,33.0,United States,Seattle,,16.063013698630137
E02429,Noah Mitchell,Network Engineer,IT,Research & Development,Male,Caucasian,54,2007-06-15,70519.0,0.0,United States,Columbus,,15.964383561643835
E02151,Luca Liu,Account Representative,Sales,Manufacturing,Male,Asian,40,2007-06-22,70561.0,0.0,China,Chongqing,,15.945205479452055
E02653,Levi Rahman,Manager,Marketing,Corporate,Male,Asian,43,2007-07-19,134544.0,13.0,United States,Austin,,15.871232876712329
E02544,Wyatt Robinson,Development Engineer,Engineering,Research & Development,Male,Caucasian,55,2007-08-08,70451.0,0.0,United States,Seattle,,15.816438356164383
E02433,Isabella Roberts,Vice President,Engineering,Manufacturing,Female,Caucasian,53,2007-08-20,228494.0,33.0,United States,Austin,,15.783561643835617
E02856,Levi Cruz,Analyst,Accounting,Research & Development,Male,Latino,47,2007-09-22,83793.0,0.0,United States,Miami,,15.693150684931506
E02173,Zoey Leung,Network Administrator,IT,Research & Development,Female,Asian,40,2007-09-27,77637.0,0.0,China,Chongqing,2/4/2017,15.67945205479452
E02560,Sophia Rodriguez,Development Engineer,Engineering,Specialty Products,Female,Latino,58,2007-10-31,96256.0,0.0,United States,Chicago,,15.586301369863014
E02642,Zoey Lu,Vice President,Marketing,Manufacturing,Female,Asian,45,2007-10-31,216269.0,37.0,United States,Chicago,12/31/2010,15.586301369863014
E02484,Carson Brown,Manager,Human Resources,Research & Development,Male,Black,65,2007-11-05,149474.0,14.0,United States,Phoenix,,15.572602739726028
E02461,Delilah Alvarez,System Administrator ,IT,Manufacturing,Female,Latino,59,2007-11-27,71580.0,0.0,United States,Seattle,,15.512328767123288
E02277,Christian Hong,Analyst,Finance,Manufacturing,Male,Asian,59,2008-01-16,81829.0,0.0,China,Chongqing,,15.375342465753425
E02137,Violet Huynh,Manager,Sales,Research & Development,Female,Asian,50,2008-02-29,123096.0,10.0,China,Shanghai,,15.254794520547945
E02848,Clara Collins,Network Engineer,IT,Manufacturing,Female,Caucasian,40,2008-03-03,63889.0,0.0,United States,Seattle,10/17/2022,15.246575342465754
E02086,Lucas Luong,Analyst,Marketing,Specialty Products,Male,Asian,42,2008-03-12,40778.0,0.0,China,Chengdu,,15.221917808219178
E02412,Iris Huang,Director,Human Resources,Corporate,Female,Asian,45,2008-03-28,163686.0,25.0,China,Chengdu,,15.178082191780822
E02600,Sofia Shin,Computer Systems Manager,IT,Specialty Products,Female,Asian,42,2008-04-11,66248.0,7.0,China,Chongqing,,15.139726027397261
E02496,Serenity Morris,Manager,IT,Corporate,Female,Caucasian,41,2008-04-12,114588.0,5.0,United States,Miami,,15.136986301369863
E02496,Serenity Morris,Manager,IT,Corporate,Female,Caucasian,41,2008-04-12,109961.65939278937,5.0,United States,Miami,,15.136986301369863
E02257,Jackson Maldonado,Cloud Infrastructure Architect,IT,Manufacturing,Male,Latino,52,2008-05-01,63444.0,0.0,United States,Miami,,15.084931506849315
E02548,Madeline Cruz,System Administrator ,IT,Specialty Products,Female,Latino,63,2008-05-19,75396.0,0.0,Brazil,Rio de Janeiro,,15.035616438356165
E02847,Addison Ma,Systems Analyst,IT,Research & Development,Female,Asian,59,2008-05-21,46151.0,0.0,United States,Phoenix,,15.03013698630137
E02152,Christian Johnson,Network Architect,IT,Research & Development,Male,Black,47,2008-05-25,60331.0,0.0,United States,Miami,,15.01917808219178
E02090,Chloe Reyes,Director,Human Resources,Specialty Products,Female,Latino,45,2008-06-18,191304.0,17.0,United States,Phoenix,,14.953424657534246
E02695,Alexander Perez,Quality Engineer,Engineering,Specialty Products,Male,Latino,60,2008-06-25,86761.0,0.0,Brazil,Rio de Janeiro,,14.934246575342465
E02867,Avery Smith,Manager,Human Resources,Corporate,Female,Caucasian,53,2008-06-27,69110.0,0.0,United States,Seattle,,14.92876712328767
E02460,Audrey Campbell,Vice President,Accounting,Research & Development,Female,Caucasian,56,2008-07-30,226952.0,39.0,United States,Miami,,14.838356164383562
E02490,Hailey Cruz,Business Partner,Human Resources,Manufacturing,Female,Latino,50,2008-08-10,56002.0,0.0,United States,Austin,,14.808219178082192
E02065,Kinsley Liang,Automation Engineer,Engineering,Manufacturing,Female,Asian,55,2008-08-25,98221.0,0.0,China,Shanghai,,14.767123287671232
E02431,Leonardo Cho,Engineering Manager,Engineering,Specialty Products,Male,Asian,38,2008-08-25,119960.0,15.0,United States,Columbus,,14.767123287671232
E02088,Robert Soto,HRIS Analyst,Human Resources,Research & Development,Male,Latino,47,2008-09-10,72384.0,0.0,Brazil,Rio de Janeiro,,14.723287671232876
E02577,Hudson Washington,Cloud Infrastructure Architect,IT,Specialty Products,Male,Caucasian,43,2008-09-17,76819.0,0.0,United States,Phoenix,10/20/2022,14.704109589041096
E02697,Santiago f Xiong,Manager,Sales,Manufacturing,Male,Asian,43,2008-09-26,120305.0,7.0,China,Shanghai,,14.67945205479452
E02556,Alexander Carter,Network Administrator,IT,Specialty Products,Male,Caucasian,47,2008-10-04,60963.0,0.0,United States,Seattle,,14.657534246575343
E02739,Wyatt Ly,Quality Engineer,Engineering,Corporate,Male,Asian,45,2008-12-19,82697.0,0.0,China,Beijing,,14.449315068493151
E02198,Theodore Lai,System Administrator ,IT,Specialty Products,Male,Asian,55,2008-12-27,94026.0,0.0,China,Shanghai,,14.427397260273972
E02634,Hadley Rios,Manager,Sales,Research & Development,Female,Latino,62,2009-01-11,157500.0,15.0,United States,Columbus,,14.386301369863014
E02515,Sebastian Sanders,Manager,Sales,Corporate,Male,Caucasian,39,2009-01-23,100718.0,5.0,United States,Austin,,14.353424657534246
E02757,Levi Rahman,System Administrator ,IT,Specialty Products,Male,Asian,54,2009-01-30,91639.0,0.0,United States,Seattle,,14.334246575342465
E02021,Sophia Gutierrez,Manager,Accounting,Specialty Products,Female,Latino,63,2009-02-08,102649.0,6.0,United States,Austin,,14.30958904109589
E02259,Penelope Santos,IT Systems Architect,IT,Manufacturing,Female,Latino,37,2009-03-01,92849.0,0.0,United States,Chicago,,14.252054794520548
E02547,Austin Ng,Manager,Sales,Research & Development,Male,Asian,45,2009-03-03,126697.0,13.0,China,Beijing,,14.246575342465754
E02140,Samuel Kumar,Network Engineer,IT,Corporate,Male,Asian,43,2009-03-09,85261.0,0.0,China,Chengdu,,14.23013698630137
E02545,Anna Huynh,Technical Architect,IT,Specialty Products,Female,Asian,39,2009-04-05,63259.0,0.0,United States,Chicago,,14.156164383561643
E02384,Eloise Huang,Vice President,Finance,Research & Development,Female,Asian,51,2009-04-05,195171.0,33.0,United States,Seattle,,14.156164383561643
E02773,Emma Mehta,Vice President,Engineering,Manufacturing,Female,Asian,48,2009-04-09,185363.0,33.0,China,Shanghai,,14.145205479452056
E02849,Stella Castro,Test Engineer,Engineering,Corporate,Female,Latino,53,2009-04-17,75060.0,0.0,United States,Columbus,,14.123287671232877
E02355,Leonardo Li,Manager,Accounting,Specialty Products,Male,Asian,65,2009-04-23,155716.0,12.0,United States,Seattle,,14.106849315068493
E02917,Christopher Miller,Vice President,Finance,Corporate,Male,Black,37,2009-05-16,199512.0,35.0,United States,Austin,,14.043835616438356
E02168,Paisley Dominguez,Engineering Manager,Engineering,Research & Development,Female,Latino,53,2009-06-14,123203.0,10.0,United States,Austin,,13.964383561643835
E02008,Jade Hu,Analyst,Accounting,Specialty Products,Female,Asian,58,2009-06-27,89744.0,0.0,China,Chongqing,,13.92876712328767
E02069,David Sanchez,Director,Sales,Specialty Products,Male,Latino,38,2009-07-05,182055.0,27.0,Brazil,Rio de Janeiro,,13.906849315068493
E02354,Nevaeh Butler,Field Engineer,Engineering,Research & Development,Female,Caucasian,55,2009-07-10,82271.0,0.0,United States,Chicago,,13.893150684931507
E02511,Lucas Cruz,Analyst,Accounting,Specialty Products,Male,Latino,54,2009-07-11,74656.0,0.0,United States,Seattle,,13.89041095890411
E02447,Ellie Fernandez,Quality Engineer,Engineering,Specialty Products,Female,Latino,62,2009-08-18,86805.0,0.0,United States,Austin,,13.786301369863013
E02508,Stella Tan,Director,Human Resources,Specialty Products,Female,Asian,48,2009-08-22,168202.0,22.0,China,Chengdu,,13.775342465753425
E02368,Mila Vang,Analyst,Finance,Manufacturing,Female,Asian,46,2009-08-25,56409.0,0.0,United States,Columbus,,13.767123287671232
E02037,Landon Gonzales,Test Engineer,Engineering,Specialty Products,Male,Latino,54,2009-08-30,88689.0,0.0,United States,Phoenix,,13.753424657534246
E02292,Lily Molina,Manager,IT,Manufacturing,Female,Latino,40,2009-09-15,125900.0,7.0,United States,Seattle,4/16/2018,13.70958904109589
E02376,Lincoln Harris,IT Systems Architect,IT,Manufacturing,Male,Caucasian,42,2009-09-16,97628.0,0.0,United States,Phoenix,,13.706849315068494
E02607,Hudson Ross,Analyst,Marketing,Manufacturing,Male,Caucasian,57,2009-10-04,54155.0,0.0,United States,Austin,,13.657534246575343
E02325,Ryan Huang,Controls Engineer,Engineering,Research & Development,Male,Asian,40,2009-10-12,80150.0,0.0,United States,Phoenix,,13.635616438356164
E02401,Nathan Yee,Development Engineer,Engineering,Research & Development,Male,Asian,58,2009-10-24,77196.0,0.0,United States,Austin,,13.602739726027398
E02449,Emily Moore,Analyst,Accounting,Research & Development,Female,Black,47,2009-11-08,50290.0,0.0,United States,Columbus,,13.561643835616438
E02250,Mila Han,Manager,Sales,Manufacturing,Female,Asian,54,2009-11-14,128791.0,6.0,United States,Miami,,13.545205479452054
E02386,Eli Castillo,Vice President,Finance,Specialty Products,Male,Latino,50,2009-12-11,203306.0,38.0,United States,Seattle,,13.471232876712328
E02323,Eliana Trinh,Manager,IT,Manufacturing,Female,Asian,47,2010-01-07,155600.0,14.0,China,Chongqing,,13.397260273972602
E02889,Hadley Parker,Manager,Accounting,Manufacturing,Female,Caucasian,44,2010-01-09,129099.0,6.0,United States,Austin,,13.391780821917807
E02587,Naomi Moua,Director,Sales,Specialty Products,Female,Asian,58,2010-01-13,150633.0,19.0,United States,Phoenix,,13.38082191780822
E02393,Josephine White,Computer Systems Manager,IT,Corporate,Female,Caucasian,61,2010-02-05,87758.0,9.0,United States,Seattle,,13.317808219178081
E02733,Riley Ayala,Manager,Accounting,Specialty Products,Female,Latino,42,2010-02-20,128714.0,7.0,Brazil,Sao Paulo,,13.276712328767124
E02555,Axel King,Automation Engineer,Engineering,Manufacturing,Male,Caucasian,46,2010-02-21,100757.0,0.0,United States,Chicago,,13.273972602739725
E02564,Addison Li,HRIS Analyst,Human Resources,Research & Development,Female,Asian,37,2010-03-04,61680.0,0.0,China,Beijing,6/4/2015,13.243835616438357
E02620,Christopher Ramirez,Engineering Manager,Engineering,Research & Development,Male,Latino,41,2010-03-15,118973.0,10.0,United States,Phoenix,,13.213698630136987
E02202,Charles Ramos,Analyst,Accounting,Corporate,Male,Latino,57,2010-04-04,74597.0,0.0,United States,Austin,1/30/2016,13.158904109589042
E02585,Aiden Hu,IT Coordinator,IT,Research & Development,Male,Asian,44,2010-05-07,56680.0,0.0,United States,Chicago,,13.068493150684931
E02662,Aiden Evans,Manager,Finance,Corporate,Male,Caucasian,48,2010-05-16,117736.0,5.0,United States,Columbus,,13.043835616438356
E02367,James Cheng,Manager,IT,Manufacturing,Male,Asian,49,2010-05-26,125506.0,9.0,United States,Seattle,,13.016438356164384
E02340,Willow Guzman,Enterprise Architect,IT,Manufacturing,Female,Latino,43,2010-06-26,85164.0,0.0,Brazil,Sao Paulo,,12.931506849315069
E02228,Ian Ma,Manager,Finance,Corporate,Male,Asian,45,2010-07-09,109221.0,9.0,United States,Austin,,12.895890410958904
E02064,Julian Ford,Analyst,Sales,Manufacturing,Male,Caucasian,50,2010-07-29,70340.0,0.0,United States,Miami,,12.841095890410958
E02063,Isaac Guzman,Account Representative,Sales,Corporate,Male,Latino,46,2010-08-18,57951.0,0.0,United States,Phoenix,,12.786301369863013
E02574,William Song,Director,Human Resources,Research & Development,Male,Asian,36,2010-10-25,162957.0,18.0,China,Chongqing,,12.6
E02766,Julia Jimenez,Analyst,Marketing,Specialty Products,Female,Latino,46,2010-11-17,92833.0,0.0,Brazil,Rio de Janeiro,,12.536986301369863
E02197,Liam Nelson,Technical Architect,IT,Research & Development,Male,Black,58,2010-12-17,80720.0,0.0,United States,Columbus,,12.454794520547946
E02266,Melody Woods,Network Administrator,IT,Research & Development,Female,Caucasian,63,2010-12-20,78788.0,0.0,United States,Seattle,,12.446575342465753
E02921,Jaxon Shin,IT Coordinator,IT,Specialty Products,Male,Asian,48,2010-12-27,53593.0,0.0,China,Chengdu,,12.427397260273972
E02395,Jackson Sandoval,HRIS Analyst,Human Resources,Corporate,Male,Latino,61,2011-01-26,73323.0,0.0,United States,Austin,,12.345205479452055
E02444,Gianna Han,HRIS Analyst,Human Resources,Research & Development,Female,Asian,51,2011-02-27,72589.0,0.0,United States,Austin,,12.257534246575343
E02126,Lucas Zhu,Manager,IT,Manufacturing,Male,Asian,53,2011-03-14,123480.0,8.0,China,Beijing,,12.216438356164383
E02852,Cora Coleman,Controls Engineer,Engineering,Corporate,Female,Black,40,2011-04-09,98594.0,0.0,United States,Phoenix,,12.145205479452056
E02513,Anthony Phan,Enterprise Architect,IT,Research & Development,Male,Asian,39,2011-04-11,92523.0,0.0,United States,Miami,,12.139726027397261
E02050,Ryan Vo,Cloud Infrastructure Architect,IT,Research & Development,Male,Asian,38,2011-04-12,65109.0,0.0,United States,Phoenix,,12.136986301369863
E02614,Michael Johnson,Manager,Finance,Corporate,Male,Caucasian,57,2011-04-18,114241.0,10.0,United States,Miami,,12.12054794520548
E02850,Lucy Chin,Director,IT,Manufacturing,Female,Asian,50,2011-04-22,175033.0,20.0,China,Beijing,,12.10958904109589
E02761,Audrey Powell,Director,Accounting,Research & Development,Female,Black,37,2011-05-01,180544.0,27.0,United States,Chicago,,12.084931506849315
E02049,Parker Thao,Analyst,Sales,Corporate,Male,Asian,55,2011-05-08,65022.0,0.0,China,Chongqing,,12.065753424657535
E02561,Cora Patel,Analyst,Accounting,Manufacturing,Female,Asian,36,2011-05-13,65794.0,0.0,United States,Austin,,12.052054794520547
E02960,Lucas Sandoval,Analyst,Sales,Manufacturing,Male,Latino,41,2011-05-19,84627.0,0.0,Brazil,Manaus,,12.035616438356165
E02183,Madeline Chung,Analyst,Finance,Research & Development,Female,Asian,63,2011-05-26,44444.0,0.0,United States,Miami,7/12/2015,12.016438356164384
E02283,Adeline Maldonado,Director,Marketing,Specialty Products,Female,Latino,45,2011-05-30,172206.0,29.0,Brazil,Sao Paulo,,12.005479452054795
E02636,Mia Navarro,Technical Architect,IT,Research & Development,Female,Latino,52,2011-06-19,91518.0,0.0,Brazil,Sao Paulo,,11.95068493150685
E02732,Joshua Sun,Manager,Finance,Corporate,Male,Asian,38,2011-07-13,121546.0,10.0,China,Shanghai,,11.884931506849314
E02123,Jameson Vargas,Director,Human Resources,Specialty Products,Male,Latino,36,2011-07-24,196554.0,20.0,Brazil,Rio de Janeiro,,11.854794520547944
E02181,Piper Tang,Vice President,Human Resources,Manufacturing,Female,Asian,50,2011-07-28,216787.0,33.0,China,Beijing,,11.843835616438357
E02216,Aria Juarez,Director,Finance,Corporate,Female,Latino,62,2011-07-30,185026.0,24.0,Brazil,Manaus,,11.838356164383562
E02311,Everly Coleman,Manager,Sales,Corporate,Female,Caucasian,54,2011-08-14,158403.0,14.0,United States,Seattle,8/2/2019,11.797260273972602
E02467,Madison Gray,Vice President,Finance,Research & Development,Female,Caucasian,39,2011-08-29,189823.0,38.0,United States,Columbus,,11.756164383561643
E02689,Liliana Zhao,Director,Human Resources,Corporate,Female,Asian,50,2011-08-30,183308.0,24.0,United States,Miami,,11.753424657534246
E02010,Gianna Holmes,System Administrator ,IT,Manufacturing,Female,Caucasian,38,2011-09-09,97630.0,0.0,United States,Seattle,,11.726027397260275
E02687,Willow Chau,Development Engineer,Engineering,Corporate,Female,Asian,45,2011-09-09,86001.0,0.0,United States,Austin,,11.726027397260275
E02712,Hannah Doan,Manager,Human Resources,Research & Development,Female,Asian,44,2011-09-16,129866.0,6.0,China,Beijing,,11.706849315068494
E02253,Leilani Ng,Systems Analyst,IT,Corporate,Female,Asian,48,2011-09-19,50513.0,0.0,United States,Seattle,10/30/2019,11.698630136986301
E02093,Stella Daniels,Cloud Infrastructure Architect,IT,Manufacturing,Female,Black,37,2011-10-30,72637.0,0.0,United States,Columbus,,11.586301369863014
E02631,Cora Xu,Network Administrator,IT,Manufacturing,Female,Asian,54,2011-11-17,60513.0,0.0,United States,Austin,,11.536986301369863
E02446,Madeline Smith,Cloud Infrastructure Architect,IT,Research & Development,Female,Caucasian,55,2011-11-23,66660.0,0.0,United States,Phoenix,11/16/2017,11.520547945205479
E02895,Joshua Hall,Systems Analyst,IT,Manufacturing,Male,Black,61,2011-12-07,41220.0,0.0,United States,Chicago,,11.482191780821918
E02645,Benjamin Luu,Systems Analyst,IT,Corporate,Male,Asian,46,2011-12-15,59733.0,0.0,United States,Austin,,11.46027397260274
E02724,David Foster,Controls Engineer,Engineering,Corporate,Male,Caucasian,50,2012-01-15,87727.0,0.0,United States,Miami,,11.375342465753425
E02728,Santiago f Brooks,Sr. Business Partner,Human Resources,Corporate,Male,Caucasian,46,2012-01-20,92247.0,0.0,United States,Miami,,11.361643835616439
E02573,Leonardo Patterson,Analyst,Finance,Specialty Products,Male,Caucasian,46,2012-02-06,93642.0,0.0,United States,Columbus,,11.315068493150685
E02369,Alice Liu,Manager,Sales,Research & Development,Female,Asian,39,2012-02-22,122058.0,14.0,China,Beijing,,11.271232876712329
E02336,Levi James,Manager,IT,Specialty Products,Male,Caucasian,39,2012-03-02,103466.0,5.0,United States,Chicago,,11.246575342465754
E02888,Kayden Tang,Manager,Human Resources,Specialty Products,Male,Asian,57,2012-03-11,136723.0,8.081556997219648,United States,Austin,,11.221917808219178
E02934,Everleigh Coleman,Cloud Infrastructure Architect,IT,Specialty Products,Female,Caucasian,46,2012-03-20,109961.65939278937,0.0,United States,Phoenix,,11.197260273972603
E02456,Lucas Grant,Sr. Business Partner,Human Resources,Manufacturing,Male,Caucasian,53,2012-03-28,97218.0,0.0,United States,Austin,,11.175342465753424
E02741,Levi Her,Manager,IT,Specialty Products,Male,Asian,43,2012-03-30,158750.0,12.0,China,Chongqing,,11.169863013698631
E02281,Jose Thompson,Manager,Marketing,Corporate,Male,Caucasian,45,2012-04-05,104162.0,9.0,United States,Austin,,11.153424657534247
E02042,Ella Martinez,Analyst,Finance,Research & Development,Female,Latino,35,2012-04-06,76111.0,0.0,United States,Chicago,,11.150684931506849
E02284,Elias Diaz,HRIS Analyst,Human Resources,Specialty Products,Male,Latino,34,2012-04-06,55985.0,0.0,United States,Seattle,,11.150684931506849
E02772,Autumn Molina,Analyst,Sales,Corporate,Female,Latino,34,2012-04-08,51448.0,0.0,Brazil,Manaus,,11.145205479452056
E02679,Zoey Ahmed,Quality Engineer,Engineering,Specialty Products,Female,Asian,56,2012-04-25,62497.0,0.0,United States,Seattle,,11.098630136986301
E02881,Levi Gonzalez,Controls Engineer,Engineering,Corporate,Male,Latino,36,2012-04-27,116168.0,0.0,United States,Austin,,11.093150684931507
E02083,Penelope Chan,Analyst,Accounting,Manufacturing,Female,Asian,59,2012-05-20,57704.0,0.0,China,Shanghai,11/21/2019,11.03013698630137
E02602,Nevaeh Truong,Network Architect,IT,Specialty Products,Female,Asian,55,2012-05-23,87857.0,0.0,United States,Austin,,11.021917808219179
E02241,Carter Simmons,Manager,IT,Corporate,Male,Caucasian,41,2012-05-30,126406.0,10.0,United States,Chicago,,11.002739726027396
E02372,Serenity Gray,Analyst,Sales,Research & Development,Female,Black,56,2012-06-19,55008.0,0.0,United States,Austin,,10.947945205479453
E02062,Chloe Kim,Analyst,Sales,Specialty Products,Female,Asian,39,2012-07-06,72850.0,0.0,United States,Miami,,10.901369863013699
E02268,Gabriella Carrillo,Vice President,Finance,Research & Development,Female,Latino,39,2012-07-16,187516.0,35.0,Brazil,Sao Paulo,,10.873972602739727
E02503,Scarlett Howard,Manager,Finance,Manufacturing,Female,Caucasian,55,2012-08-12,117421.0,5.0,United States,Austin,8/28/2017,10.8
E02169,Eliana Ho,Director,Accounting,Corporate,Female,Asian,64,2012-09-05,195416.0,22.0,China,Chengdu,,10.734246575342466
E02596,Camila Baker,Account Representative,Sales,Specialty Products,Female,Caucasian,36,2012-09-08,73646.0,0.0,United States,Austin,,10.726027397260275
E02776,Caroline Sandoval,Manager,Finance,Specialty Products,Female,Latino,51,2012-09-10,129727.0,8.0,United States,Phoenix,10/7/2021,10.72054794520548
E02371,Samuel Tang,System Administrator ,IT,Manufacturing,Male,Asian,34,2012-09-15,93760.0,0.0,United States,Miami,,10.706849315068494
E02373,Benjamin Estrada,Analyst,Marketing,Research & Development,Male,Latino,56,2012-09-28,65368.0,0.0,United States,Seattle,,10.67123287671233
E02462,Luke Luna,Analyst,Finance,Manufacturing,Male,Latino,55,2012-11-16,66172.0,0.0,Brazil,Manaus,,10.536986301369863
E02997,Melody Delgado,Network Architect,IT,Specialty Products,Female,Latino,48,2012-11-28,109961.65939278937,0.0,Brazil,Rio de Janeiro,,10.504109589041096
E02551,Carson Chen,Analyst,Finance,Manufacturing,Male,Asian,45,2012-12-03,70661.0,0.0,China,Chongqing,,10.490410958904109
E02054,Santiago f Ross,Enterprise Architect,IT,Specialty Products,Male,Caucasian,34,2012-12-13,74004.0,0.0,United States,Columbus,,10.463013698630137
E02514,David Chu,Manager,IT,Specialty Products,Male,Asian,40,2012-12-16,142844.0,11.0,United States,Miami,,10.454794520547946
E02672,Caleb Thompson,Systems Analyst,IT,Manufacturing,Male,Caucasian,41,2012-12-17,49986.0,0.0,United States,Miami,,10.452054794520548
E02238,Ivy Rojas,IT Coordinator,IT,Corporate,Female,Latino,53,2013-01-08,52675.0,0.0,Brazil,Manaus,,10.391780821917807
E02210,Liliana Collins,Manager,Human Resources,Specialty Products,Female,Black,44,2013-01-18,151666.0,13.0,United States,Chicago,6/30/2018,10.364383561643836
E02210,Liliana Collins,Manager,Human Resources,Specialty Products,Female,Black,39,2013-01-18,151666.0,13.0,United States,Chicago,6/30/2018,10.364383561643836
E02364,Lily Rios,Analyst,Marketing,Specialty Products,Female,Latino,45,2013-01-25,88016.0,0.0,Brazil,Rio de Janeiro,,10.345205479452055
E02416,Aubrey Guerrero,Manager,Marketing,Corporate,Female,Latino,39,2013-02-12,122713.0,13.0,Brazil,Sao Paulo,,10.295890410958904
E02749,Evelyn Vasquez,Technical Architect,IT,Manufacturing,Female,Latino,38,2013-02-24,68676.0,0.0,Brazil,Sao Paulo,,10.263013698630138
E02219,Iris Chung,Manager,IT,Research & Development,Female,Asian,52,2013-03-12,128301.0,6.0,China,Beijing,9/17/2021,10.219178082191782
E02491,Piper Cruz,Director,Sales,Research & Development,Female,Latino,61,2013-04-13,195636.0,21.0,Brazil,Rio de Janeiro,,10.131506849315068
E02407,Nova Martin,Manager,Human Resources,Research & Development,Female,Caucasian,39,2013-04-13,129087.0,5.0,United States,Seattle,,10.131506849315068
E02313,Emilia Barnes,Enterprise Architect,IT,Specialty Products,Female,Black,54,2013-04-18,80129.0,0.0,United States,Miami,,10.117808219178082
E02189,Grayson Hwang,Analyst,Finance,Corporate,Male,Asian,42,2013-04-23,91689.0,0.0,China,Chongqing,,10.104109589041096
E02321,Madelyn Kang,IT Systems Architect,IT,Corporate,Female,Asian,37,2013-04-29,71871.0,0.0,China,Chengdu,,10.087671232876712
E02660,Mia Thomas,Manager,Human Resources,Corporate,Female,Caucasian,57,2013-05-17,122979.0,6.0,United States,Phoenix,,10.038356164383561
E02655,Andrew Pham,Analyst,Accounting,Specialty Products,Male,Asian,38,2013-06-29,54713.0,0.0,United States,Columbus,,9.92054794520548
E02398,Hailey Washington,Manager,Finance,Specialty Products,Female,Black,51,2013-07-03,135578.0,10.0,United States,Miami,7/6/2018,9.90958904109589
E02280,Lucas Lam,Manager,Accounting,Specialty Products,Male,Asian,34,2013-07-17,116676.0,10.0,China,Chengdu,,9.871232876712329
E02125,Wyatt Cheung,Analyst,Sales,Specialty Products,Male,Asian,44,2013-07-25,53703.0,0.0,China,Beijing,,9.849315068493151
E02815,Mila Vasquez,Vice President,Human Resources,Corporate,Female,Latino,48,2013-07-26,225725.0,37.0,United States,Phoenix,,9.846575342465753
E02108,Kayden Ortiz,Manager,Accounting,Specialty Products,Male,Latino,33,2013-07-29,134782.0,15.0,Brazil,Manaus,,9.838356164383562
E02147,Riley King,Director,Marketing,Specialty Products,Female,Black,53,2013-08-10,163480.0,15.0,United States,Columbus,,9.805479452054794
E02023,Lillian Lewis,Technical Architect,IT,Research & Development,Female,Black,43,2013-08-14,83323.0,0.0,United States,Phoenix,3/31/2019,9.794520547945206
E02427,Lincoln Holmes,Network Administrator,IT,Research & Development,Male,Black,35,2013-08-21,89051.0,0.0,United States,Chicago,,9.775342465753425
E02135,Scarlett Delgado,Cloud Infrastructure Architect,IT,Research & Development,Female,Latino,57,2013-08-28,80728.0,0.0,Brazil,Rio de Janeiro,,9.756164383561643
E02506,Luca Jiang,Account Representative,Sales,Research & Development,Male,Asian,47,2013-09-08,57386.0,0.0,China,Beijing,,9.726027397260275
E02381,Julian Lam,Director,Finance,Research & Development,Male,Asian,33,2013-09-08,164340.0,15.0,United States,Chicago,,9.726027397260275
E02185,Julian Marquez,Manager,Accounting,Specialty Products,Male,Latino,33,2013-09-14,122408.0,11.0,Brazil,Rio de Janeiro,,9.70958904109589
E02698,Elizabeth Powell,Manager,Marketing,Research & Development,Female,Caucasian,45,2013-09-17,138355.0,14.0,United States,Columbus,,9.7013698630137
E02248,Lucas Alexander,Director,IT,Manufacturing,Male,Black,41,2013-09-20,192944.0,22.0,United States,Miami,,9.693150684931506
E02269,Lydia Juarez,Director,Finance,Specialty Products,Female,Latino,36,2013-09-21,156029.0,15.0,United States,Columbus,,9.69041095890411
